genres,spoken_languages,title,vote_average
"['Drama', 'Thriller', 'Crime', 'Adventure']",['English'],Thelma & Louise,7.2
[],['English'],Something For Everyone,7.1
"['Crime', 'Drama', 'Mystery', 'Thriller']","['Český', 'English']",...And Justice for All,7.1
['Comedy'],['English'],Animal House,7.0
"['Comedy', 'Romance']",['English'],She's Gotta Have It,6.2
"['Comedy', 'Drama']",['English'],School Daze,6.1
['Drama'],['English'],Do the Right Thing,7.6
"['Drama', 'Romance']",['English'],Mo' Better Blues,6.3
"['Drama', 'Romance']",['English'],Jungle Fever,6.0
"['Action', 'Crime', 'Drama', 'Thriller']",['English'],Coogan's Bluff,6.2
"['Drama', 'Family']",['English'],The Champ,6.7
"['Animation', 'Comedy', 'Family']","['English', 'Deutsch']",Creature Comforts,7.3
"['Action', 'Crime', 'Drama', 'Thriller']","['Français', 'English', 'Italiano', 'Deutsch']",Death Wish,7.0
"['Action', 'Crime', 'Thriller']",['English'],Death Wish 2,6.1
"['Action', 'Crime', 'Drama', 'Thriller']",['English'],Death Wish 3,6.1
"['Thriller', 'Action', 'Adventure', 'Crime']",['English'],Death Wish 4: The Crackdown,5.6
"['Action', 'Crime', 'Drama', 'Thriller']",['English'],Death Wish 5: The Face of Death,5.0
"['Drama', 'Mystery', 'Thriller']",['English'],Double Indemnity,8.0
"['Drama', 'Romance']","['English', 'Français', 'Português']",Dying Young,5.8
"['Drama', 'Action', 'Comedy', 'Music', 'Romance']",['English'],Cool as Ice,4.7
"['Science Fiction', 'Action', 'Adventure', 'Comedy', 'Family']","['Français', 'English']",Teenage Mutant Ninja Turtles,6.5
"['Science Fiction', 'Adventure', 'Action', 'Comedy', 'Family']",['English'],Teenage Mutant Ninja Turtles II: The Secret of the Ooze,5.8
"['Action', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']",['English'],Teenage Mutant Ninja Turtles III,5.1
"['Action', 'Thriller']","['English', 'Pусский', 'Español']",Red Dawn,6.4
"['Action', 'Crime', 'Drama']",['English'],Band of the Hand,6.9
"['Drama', 'Action']",['English'],Born American,3.6
['Action'],['English'],Bloodsport,6.6
"['Drama', 'Horror', 'Mystery', 'Thriller']",['English'],Eyes of Laura Mars,5.7
['Comedy'],['English'],Funny Bones,6.8
['Drama'],['English'],The Good Earth,5.7
"['Comedy', 'Drama', 'War']",['English'],"Good Morning, Vietnam",7.1
"['Drama', 'Romance']",['English'],The Good Mother,4.7
"['Comedy', 'Family', 'Romance']",['English'],Grumpy Old Men,6.5
"['Comedy', 'Drama', 'Romance']",['English'],Guess Who's Coming to Dinner,7.6
"['Action', 'Crime', 'Thriller']","['English', '普通话']",Romeo Must Die,6.0
['Romance'],['English'],Here On Earth,5.4
"['Drama', 'Comedy', 'Romance']",['English'],Whatever It Takes,5.1
"['Drama', 'Thriller', 'Romance']",['English'],Buddy Boy,6.0
"['Drama', 'Family']","['Azərbaycan', 'فارسی']",The Color of Paradise,7.1
"['Drama', 'Romance']",['English'],Waking the Dead,6.5
"['Drama', 'Romance']","['Español', 'English']",Blood and Sand,3.3
"['Drama', 'Fantasy', 'Horror']",['English'],Gothic,5.8
"['Comedy', 'Horror', 'Music']",['English'],Hillbillys in a Haunted House,1.5
"['Thriller', 'Adventure', 'Drama']",['English'],Lord of the Flies,6.6
"['Drama', 'Comedy']",['English'],Modern Times,8.1
['Comedy'],[],National Lampoon's Last Resort,4.6
"['Adventure', 'Drama', 'Action', 'Thriller', 'Science Fiction', 'Foreign']",['English'],Solar Crisis,4.4
"['Comedy', 'Drama']",['English'],That's Life!,4.7
"['Fantasy', 'Drama', 'Comedy', 'Science Fiction', 'Romance']",['English'],Heart and Souls,6.6
"['Action', 'Drama', 'Western']",['English'],Hud,7.4
['Drama'],['English'],The Hustler,7.6
"['Drama', 'History']","['English', 'Français', 'Español']",Inherit the Wind,7.6
"['Action', 'Adventure', 'Drama']",['Pусский'],Dersu Uzala,8.0
"['Science Fiction', 'Drama']","['हिन्दी', 'English', 'Français', 'Español']",Close Encounters of the Third Kind,7.2
"['Mystery', 'Horror']",['English'],The City of the Dead,6.5
[],['Français'],Jonah Who Will Be 25 in the Year 2000,8.0
"['Science Fiction', 'Thriller']",['English'],Retroactive,6.0
"['Drama', 'Romance']",['English'],A Place in the Sun,6.9
"['Drama', 'Mystery', 'Horror']",['English'],Jacob's Ladder,7.3
"['Comedy', 'Drama']",['English'],Empire Records,6.6
"['Drama', 'Music']",['English'],La Bamba,6.8
"['Adventure', 'Drama', 'Fantasy', 'Romance']",['English'],Ladyhawke,6.8
"['Comedy', 'Drama', 'Romance']",['English'],Lucas,6.4
"['Comedy', 'Drama', 'Romance', 'Music']","['Dansk', 'English']",High Fidelity,7.0
"['Adventure', 'Animation', 'Comedy', 'Family']",['English'],The Road to El Dorado,7.0
"['Crime', 'Drama', 'Thriller']",['English'],The Skulls,5.7
"['Horror', 'Thriller']",['Italiano'],Autopsy,7.3
['Science Fiction'],['English'],Devil Girl from Mars,4.0
['Western'],"['English', 'Español']",El Dorado,7.2
"['Horror', 'Science Fiction']",['English'],The Hideous Sun Demon,5.7
"['Adventure', 'Fantasy', 'Comedy', 'Family']",['English'],Hook,6.7
['Horror'],['English'],Horror Express,6.2
"['Comedy', 'Romance']",['English'],My Chauffeur,6.2
"['Adventure', 'Drama', 'Action', 'Romance']","['English', 'Français']",The Son of the Sheik,4.7
"['Horror', 'Mystery', 'Thriller']",['Italiano'],Torso,6.2
['Western'],['English'],True Grit,7.3
"['Action', 'Adventure', 'Comedy', 'Drama']",['English'],Roadside Prophets,6.8
"['Drama', 'Music']",['English'],Madame Sousatzka,5.4
"['Comedy', 'Drama', 'Family']","['Deutsch', 'English']",Max Dugan Returns,6.3
"['Drama', 'Crime']","['English', 'Malti', 'Français']",Midnight Express,7.6
"['Drama', 'Thriller']",['English'],Misery,7.6
"['Drama', 'Comedy']",[],Mr. Saturday Night,5.2
"['Comedy', 'Romance']","['English', 'Deutsch']",Murphy's Romance,5.7
"['Drama', 'Romance']",['English'],My Life,6.2
"['Drama', 'Science Fiction', 'Adventure', 'Mystery']",['Pусский'],Solaris,7.7
['Drama'],"['English', 'Deutsch']",Network,7.8
"['Action', 'Drama', 'Thriller']","['Pусский', 'English']",No Way Out,6.9
"['Comedy', 'Drama']",['English'],North Dallas Forty,6.2
['Comedy'],['English'],The Odd Couple,7.5
"['Drama', 'Western']","['English', '', 'Español']",The Outlaw Josey Wales,7.4
['Drama'],['English'],Black and White,4.6
"['Crime', 'Drama', 'Science Fiction', 'Thriller']",['English'],Frequency,7.0
"['Action', 'Comedy', 'Drama']",['English'],Ready to Rumble,4.7
"['Romance', 'Comedy', 'Drama']","['English', 'Italiano']",Return to Me,6.1
"['Action', 'Adventure', 'Drama', 'History', 'War']","['العربية', 'English']",Rules of Engagement,6.0
['Drama'],['English'],Joe Gould's Secret,6.8
"['Comedy', 'Romance']","['English', 'Pусский']",Me Myself I,5.9
"['Fantasy', 'Comedy', 'Romance']","['English', 'Français']","Bell, Book and Candle",6.4
"['Drama', 'Crime', 'Horror']",['English'],The Bells,7.0
"['Drama', 'Thriller']","['Español', 'English']",The End of Violence,5.1
"['Action', 'Adventure', 'War', 'Thriller']","['English', 'Español']",Force 10 from Navarone,6.4
"['Comedy', 'Music', 'Romance']",['English'],How to Stuff a Wild Bikini,6.6
"['Crime', 'Drama', 'Comedy']","['English', 'Italiano', '日本語']",Mystery Train,7.0
"['Crime', 'Drama', 'History']","['English', 'Italiano']",Sacco & Vanzetti,6.8
"['Action', 'Thriller']",['English'],Taffin,6.4
"['Comedy', 'Drama', 'Romance']",['English'],Arthur,6.5
['Comedy'],"['English', '日本語']",Bachelor Party,5.8
"['Comedy', 'Drama', 'Family']",['English'],Parenthood,6.4
"['Science Fiction', 'Action', 'Adventure', 'Thriller']","['English', 'Español']",Predator,7.3
"['Drama', 'Romance']",['English'],The Prince of Tides,5.9
"['Romance', 'Crime', 'Drama']",['English'],The Postman Always Rings Twice,6.4
"['Drama', 'Comedy']",['Français'],Smoking / No Smoking,6.6
['Comedy'],['English'],All the Vermeers in New York,0.0
['Drama'],['日本語'],An Actor's Revenge,6.6
"['Comedy', 'Drama']",['English'],28 Days,6.0
"['Thriller', 'Drama', 'Crime']","['English', 'Español', '广州话 / 廣州話']",American Psycho,7.3
['Comedy'],"['עִבְרִית', 'English', 'Español']",Keeping the Faith,5.9
"['Comedy', 'Crime', 'Drama']",['English'],Where the Money is,5.5
['Comedy'],"['English', 'Pусский', 'اردو']",East Is East,6.5
"['Documentary', 'Music']",['English'],The Filth and the Fury,7.3
"['Drama', 'Romance']","['Français', 'Italiano']",Passion of Mind,5.8
"['Action', 'Drama', 'Thriller']",['English'],Third World Cop,0.0
['Drama'],['English'],Coming Apart,6.0
"['Comedy', 'Drama']",['English'],Diner,6.9
"['Action', 'Comedy']",['English'],Shakes the Clown,5.5
"['Drama', 'Music', 'Romance']","['English', 'Français', 'Deutsch', 'עִבְרִית']",Cabaret,7.4
"['Drama', 'Horror', 'Thriller']",['English'],What Ever Happened to Baby Jane?,7.9
['Drama'],['English'],Prick Up Your Ears,6.1
"['Comedy', 'Drama']",['Italiano'],Auntie Mame,6.4
"['Comedy', 'Music', 'Romance']",['English'],Guys and Dolls,6.9
"['Horror', 'Thriller', 'Romance']",['English'],The Hunger,6.4
['Thriller'],"['English', 'Français', 'Deutsch', 'Español', '']",Marathon Man,7.2
['Comedy'],['English'],Caddyshack,6.7
"['Drama', 'Mystery', 'Thriller']","['English', 'Italiano']",Gossip,5.6
"['Action', 'Comedy', 'Drama', 'Romance']","['English', 'Español']",Love & Basketball,7.5
"['Action', 'Drama', 'Thriller', 'War']","['English', 'Français', 'Deutsch', 'Pусский']",U-571,6.1
"['Drama', 'Romance']",['English'],The Virgin Suicides,7.1
"['Crime', 'Drama', 'Mystery']",['English'],Jennifer Eight,5.8
['Drama'],['Français'],The Law,6.8
"['Comedy', 'Drama', 'Romance']",['English'],Limelight,8.0
"['Drama', 'Horror', 'Romance']",['日本語'],Empire of Passion,6.7
['Drama'],['English'],Stacy's Knights,0.0
"['Comedy', 'Drama']","['Español', 'English']",Committed,4.4
"['Action', 'Science Fiction', 'Thriller']","['English', 'Deutsch']",The Crow: Salvation,4.9
"['Science Fiction', 'Comedy', 'Family', 'Romance']",['English'],The Flintstones in Viva Rock Vegas,4.4
"['Comedy', 'Drama', 'Romance']",['English'],Where the Heart Is,6.9
"['Comedy', 'Drama']",['English'],The Big Kahuna,6.8
"['Comedy', 'Drama', 'Foreign', 'Romance']","['English', 'Français', 'Português', 'Español']",Bossa Nova,6.1
"['Comedy', 'Romance']",['English'],Smiling Fish & Goat On Fire,7.0
"['Drama', 'Comedy']",['Dansk'],The Idiots,6.7
"['Drama', 'Foreign', 'Romance']",[],The Last September,8.0
['Drama'],['English'],Timecode,5.9
"['Horror', 'Science Fiction']",['English'],Carnosaur,3.9
"['Horror', 'Science Fiction']",['English'],Carnosaur 2,4.8
"['Action', 'Horror', 'Science Fiction']",['English'],Carnosaur 3: Primal Species,5.0
"['Drama', 'Romance']",['English'],Defying Gravity,4.8
"['Action', 'Horror', 'Science Fiction', 'Thriller']",['English'],The Hidden,6.7
"['Drama', 'Romance']","['English', 'Pусский']",Two Moon Junction,5.0
"['Action', 'Drama', 'Adventure']",['English'],Gladiator,7.9
"['Romance', 'Drama', 'Adventure']",['English'],I Dreamed of Africa,5.3
"['Drama', 'Romance']","['English', 'Français']",Up at the Villa,6.2
"['Comedy', 'Drama']",['English'],Human Traffic,6.8
[],['Français'],Black Tights,5.0
"['Action', 'Drama', 'Romance', 'Thriller']",['English'],Breathless,5.6
"['Action', 'Adventure', 'Drama', 'Family']",['English'],The Great Locomotive Chase,5.2
"['Drama', 'Romance', 'Music']",['English'],The Idolmaker,6.5
"['Horror', 'Thriller']","['Italiano', 'English']",Inferno,6.6
['Drama'],[],The King of Marvin Gardens,6.3
"['Drama', 'Adventure', 'Fantasy']",['Deutsch'],"The Nibelungs, Tale 1: Siegfried",6.3
['Drama'],['English'],The Lords of Flatbush,5.7
"['Comedy', 'Drama', 'Family']","['English', 'Deutsch', 'Español']",Mr. Mom,6.5
"['Animation', 'Drama', 'Family', 'Science Fiction', 'Mystery']",['Français'],Time Masters,7.4
"['Action', 'Science Fiction', 'War']","['English', 'Français']",Battlefield Earth,3.0
"['Drama', 'Music']",['English'],Center Stage,6.8
['Comedy'],"['English', 'Italiano', 'Português', 'Español']",Held Up,4.9
"['Action', 'Comedy']",['English'],Screwed,4.9
"['Comedy', 'Romance']","['Italiano', 'English']",Whipped,3.1
['Drama'],['English'],Hamlet,6.0
"['Comedy', 'Fantasy', 'Music', 'Romance']","['English', 'Español']",Anchors Aweigh,6.3
"['Comedy', 'Music', 'Romance']","['English', 'Français', 'Magyar']",Blue Hawaii,5.2
"['Adventure', 'Family', 'Comedy', 'Western']","['English', 'Deutsch']",The Castaway Cowboy,6.1
"['Comedy', 'Music']",['English'],G.I. Blues,6.3
['Comedy'],['English'],The Gay Deceivers,5.0
"['Comedy', 'Drama', 'Music']",['English'],Gypsy,6.5
"['Drama', 'Action', 'Music', 'Romance']",['English'],King Creole,6.5
"['Comedy', 'Music', 'Romance']",['English'],On the Town,6.9
['Family'],"['Français', 'English']",One Little Indian,6.9
"['Adventure', 'Comedy']",['English'],Pee-wee's Big Adventure,6.6
['Documentary'],[],Regret to Inform,8.0
"['Drama', 'Music', 'Romance']",['English'],Roustabout,5.8
"['Animation', 'Family']","['English', 'Português']",Saludos Amigos,5.8
"['Adventure', 'Family', 'Fantasy', 'Romance']",['Italiano'],The Slipper and the Rose,6.8
"['Drama', 'Comedy', 'Crime']","['English', 'Italiano']",Things Change,6.4
"['Action', 'Comedy', 'Romance', 'Thriller']",['English'],Honeymoon in Vegas,5.5
"['Animation', 'Family']",['English'],Dinosaur,6.2
"['Drama', 'Comedy', 'Romance', 'Family']",['English'],Loser,5.0
"['Comedy', 'Adventure']",['English'],Road Trip,5.9
"['Action', 'Comedy', 'Crime']",['English'],Small Time Crooks,6.4
['Comedy'],['English'],The Hollywood Knights,6.4
"['Drama', 'Comedy']",['English'],The Myth Of Fingerprints,3.4
"['Drama', 'Horror']","['English', 'Français', 'Deutsch']",Possession,6.9
['Comedy'],"['Pусский', 'English']",The Twelve Chairs,6.7
"['Adventure', 'Action', 'Thriller']",['English'],Mission: Impossible II,5.9
"['Adventure', 'Action', 'Comedy', 'Western']","['English', '普通话', 'Español']",Shanghai Noon,6.2
"['Documentary', 'Music']",[],Better Living Through Circuitry,4.0
"['Drama', 'Comedy']","['English', 'Deutsch', 'Italiano', '日本語', 'Latin', 'Pусский']",8 ½ Women,6.3
"['Horror', 'Mystery']",['English'],Carnival of Souls,6.7
"['Action', 'Drama', 'History']",['English'],Flying Tigers,6.1
"['Adventure', 'Comedy', 'Drama']",['English'],The Gold Rush,7.7
"['Fantasy', 'Horror', 'Science Fiction']",['Italiano'],Lisa and the Devil,6.2
"['Romance', 'Comedy']",['English'],It's in the Water,6.3
"['Comedy', 'Crime', 'Drama']","['English', 'Italiano']",Monsieur Verdoux,7.9
"['Adventure', 'Action', 'Thriller']","['English', 'Deutsch']",On Her Majesty's Secret Service,6.5
"['Drama', 'Thriller']",['English'],Seven Days in May,6.9
"['Adventure', 'Action', 'Thriller']","['English', 'Italiano', 'العربية']",The Spy Who Loved Me,6.6
"['Romance', 'Drama']",['Français'],Those Who Love Me Can Take the Train,4.5
['Drama'],['Français'],Vagabond,7.2
"['Action', 'Adventure', 'Thriller', 'Science Fiction']","['English', 'Italiano']",Moonraker,5.9
"['Adventure', 'Action', 'Thriller']","['ภาษาไทย', '广州话 / 廣州話', 'English']",The Man with the Golden Gun,6.4
"['Comedy', 'Drama']",['English'],A King in New York,7.1
"['Drama', 'Romance']",['English'],A Woman of Paris,7.1
"['Action', 'Romance', 'Western']","['English', 'Español']",In Old California,4.4
"['Action', 'War']",['English'],The Fighting Seabees,6.4
"['Drama', 'Romance', 'Western']",['English'],Dark Command,5.7
"['Comedy', 'Drama']",['Français'],Cléo from 5 to 7,7.7
"['Crime', 'Comedy']",['English'],Big Momma's House,5.6
['Family'],['English'],Running Free,3.0
"['Adventure', 'Horror']",['English'],The Abominable Snowman,6.4
"['Thriller', 'Drama', 'Crime', 'Romance']","['English', 'Français', 'Deutsch', 'svenska']",American Gigolo,5.9
"['Crime', 'Horror', 'Thriller']","['English', 'Español']",Anguish,6.6
['Horror'],['Español'],The Blood Spattered Bride,6.0
['Horror'],"['English', 'Italiano']",City of the Living Dead,5.9
['Documentary'],['English'],The Endless Summer,7.8
"['Action', 'Adventure', 'Drama', 'War']","['English', 'Deutsch', 'ελληνικά']",The Guns of Navarone,7.3
"['Drama', 'Comedy']","['Italiano', 'Français']",La Grande Bouffe,6.9
"['Drama', 'Thriller', 'Mystery']",['English'],Lured,6.0
"['Fantasy', 'Drama', 'Mystery', 'Romance']","['English', 'Español']",Pandora and the Flying Dutchman,6.5
"['Horror', 'Science Fiction']",['English'],Quatermass and the Pit,6.2
"['Horror', 'Science Fiction']",['English'],Quatermass II,6.2
['Horror'],['English'],Puppet Master,5.5
['Horror'],"['English', 'Italiano']",Puppet Master II,5.8
['Horror'],"['English', 'Deutsch']",Puppet Master III Toulon's Revenge,6.0
['Horror'],['English'],Puppet Master 4,4.9
['Horror'],['English'],Puppet Master 5: The Final Chapter,4.2
['Horror'],['English'],Curse of the Puppet Master,3.6
['Horror'],['English'],Retro Puppet Master,2.5
"['Comedy', 'Crime', 'Action']",['English'],Rent-a-Cop,4.6
"['Drama', 'Romance']","['English', 'Italiano']",Romeo and Juliet,7.3
"['Comedy', 'Fantasy']",['English'],Stay Tuned,6.0
"['Drama', 'War']","['Italiano', 'English']",The Story of G.I. Joe,4.8
"['Western', 'Comedy']","['English', 'Deutsch', '']",Blazing Saddles,7.2
"['Adventure', 'Family', 'Romance']",['English'],Benji,6.1
"['Action', 'Adventure', 'Family']",['English'],Benji the Hunted,6.4
['Family'],['English'],For the Love of Benji,5.6
"['Comedy', 'Music', 'Romance']","['English', 'Português']",White Christmas,6.9
"['Drama', 'Fantasy', 'Horror', 'Science Fiction']",['English'],Eraserhead,7.5
['Documentary'],['English'],Baraka,8.0
"['Crime', 'Drama', 'Romance']","['English', 'Español']",The Man with the Golden Arm,6.9
"['Documentary', 'Music']",['English'],The Decline of Western Civilization,7.5
"['Documentary', 'Music']",['English'],The Decline of Western Civilization Part II: The Metal Years,6.8
['Western'],['Italiano'],For a Few Dollars More,7.8
"['Action', 'Crime', 'Thriller']","['English', 'Español']",Magnum Force,7.1
"['Crime', 'Drama', 'Thriller']",['English'],Blood Simple,7.3
"['Music', 'Drama', 'Romance']",['English'],The Fabulous Baker Boys,6.5
"['Romance', 'Comedy', 'Crime', 'Drama']",['English'],Prizzi's Honor,6.5
"['Drama', 'Horror', 'Science Fiction', 'Thriller']","['English', 'Français', 'Español']",Flatliners,6.3
"['Animation', 'Science Fiction', 'Fantasy', 'Adventure']",['Français'],Gandahar,7.4
['Comedy'],['English'],Porky's,6.1
